Pavadinimas,Metai,Trukmė,Žanras,Reitingas
Where Is the Friend's House?,1987,83 ,"Drama, Family",8.1
And Life Goes On,1992,95 ,"Adventure, Drama",7.9
Homework,1989,86 ,"Documentary, Drama",7.8
Taste of Cherry,1997,95 ,Drama,7.7
Through the Olive Trees,1994,103 ,Drama,7.7
The Wind Will Carry Us,1999,118 ,Drama,7.4
The Traveler,1974,83 ,Drama,7.5
The Beaches of Agnès,2008,112 ,"Documentary, Biography",8.0
Cléo from 5 to 7,1962,90 ,"Comedy, Drama, Music",7.8
Faces Places,2017,94 ,Documentary,7.8
Vagabond,1985,105 ,Drama,7.7
Jacquot of Nantes,1991,118 ,"Biography, Drama",7.7
Happiness,1965,80 ,"Drama, Romance",7.6
Daguerreotypes,1975,78 ,Documentary,7.6
"One Sings, the Other Doesn't",1977,120 ,"Drama, History",7.4
Far from Vietnam,1967,120 ,"Documentary, Drama, War",7.3
The World of Jacques Demy,1995,90 ,Documentary,7.4
Jane B. for Agnes V.,1988,99 ,"Biography, Fantasy",7.2
Come and See,1985,142 ,"Drama, Thriller, War",8.4
Twenty Years Later,1984,119 ,"Documentary, History",8.3
Harakiri,1962,133 ,"Action, Drama, Mystery",8.6
Stop Making Sense,1984,88 ,"Documentary, Music",8.7
Seven Samurai,1954,207 ,"Action, Drama",8.6
The Human Condition III: A Soldier's Prayer,1961,190 ,"Drama, History, War",8.8
Shoah,1985,566 ,"Documentary, History, War",8.7
Playing,2007,100 ,"Documentary, Drama",8.4
Edifício Master,2002,110 ,Documentary,8.3
The Human Condition I: No Greater Love, 1959,208 ,"Drama, History, War",8.5
The Human Condition II: Road to Eternity, 1959,181 ,"Drama, History, War",8.5
Samurai Rebellion,1967,128 ,Drama,8.3
Kwaidan,1964,183 ,"Drama, Fantasy, Horror",7.9
Inn of Evil,1971,121 ,"Crime, Drama",7.4
Paris Is Burning,1990,78 ,Documentary,8.2
Stalker,1979,162 ,"Drama, Sci-Fi",8.1
Solaris,1972,167 ,"Drama, Mystery, Sci-Fi",8.0
Mirror,1975,107 ,"Biography, Drama",8.0
Andrei Rublev,1966,205 ,"Biography, Drama, History",8.1
Nostalghia,1983,125 ,Drama,7.9
Ivan's Childhood,1962,95 ,"Drama, War",8.0
The Sacrifice,1986,149 ,Drama,7.9
The Steamroller and the Violin,1961,46 ,Drama,7.4
Central Station,1998,110 ,Drama,8.0
The Motorcycle Diaries,2004,126 ,"Adventure, Biography, Drama",7.7
Behind the Sun,2001,105 ,Drama,7.6
Foreign Land,1995,110 ,"Action, Crime, Drama",7.4
"Paris, je t'aime",2006,120 ,"Comedy, Drama, Romance",7.2
Only Yesterday,1933,105 ,"Drama, Romance",7.3
Design for Living,1933,91 ,"Comedy, Mystery, Romance",7.4
After the Thin Man,1936,112 ,"Comedy, Crime, Mystery",7.6
Easy Living,1937,88 ,"Comedy, Romance",7.5
Another Thin Man,1939,103 ,"Comedy, Crime, Mystery",7.4
Hold That Ghost,1941,86 ,"Comedy, Crime, Horror",7.3
Holiday Inn,1942,100 ,"Comedy, Drama, Music",7.3
For Me and My Gal,1942,104 ,"Musical, Romance, War",7.0
Who Done It?,1942,77 ,"Comedy, Mystery",7.3
The Clock,1945,90 ,"Comedy, Drama, Romance",7.3
In the Good Old Summertime,1949,102 ,"Comedy, Musical, Romance",7.1
Samson and Delilah,1949,134 ,"Drama, Family, History",6.8
Summer Stock,1950,108 ,"Musical, Romance",7.1
Abbott and Costello Meet Frankenstein,1948,83 ,"Comedy, Family, Fantasy",7.3
The Time of Their Lives,1946,82 ,"Comedy, Fantasy, History",7.5
Two for the Road,1967,111 ,"Comedy, Drama, Romance",7.4
The Count of Monte Cristo,1934,113 ,"Action, Adventure, Drama",7.4
La haine,1995,98 ,"Crime, Drama",8.1
Woman in the Dunes,1964,147 ,"Drama, Thriller",8.5
The Handmaiden,2016,145 ,"Drama, Romance, Thriller",8.1
Whiplash,2014,106 ,"Drama, Music",8.5
Streetwise,1984,91 ,"Documentary, Drama",8.2
Do the Right Thing,1989,120 ,"Comedy, Drama",8.0
Like Someone in Love,2012,109 ,Drama,7.0
P.S. I Love You,2007,126 ,"Comedy, Drama, Romance",7.0
The Human Comedy,1943,117 ,"Comedy, Drama, Family",7.0
Rudy,1993,114 ,"Biography, Drama, Sport",7.5
Mona Lisa Smile,2003,117 ,Drama,6.5
Dirty Wars,2013,87 ,"Documentary, Crime, History",7.4
Escape from Dartmoor,1929,88 ,"Crime, Drama",7.5
Lucky Star,1929,100 ,"Drama, Romance",7.7
Speedy,1928,85 ,"Action, Comedy, Family",7.6
Finis terrae,1929,80 ,Drama,7.3
Variety,1925,72 ,"Crime, Drama, Romance",7.4
Underground,1928,84 ,"Drama, Romance",7.3
The Epic of Everest,1924,87 ,"Documentary, Adventure, History",7.6
Fragment of an Empire,1929,78 ,Drama,7.3
Beggars of Life,1928,84 ,"Adventure, Crime, Drama",7.4
The Fall of the House of Usher,1928,72 ,"Drama, Fantasy, Horror",7.3
Mother,1925,114 ,"Drama, Mystery, Romance",7.6
Flesh and the Devil,1926,112 ,Drama,7.6
Girl Shy,1924,87 ,"Comedy, Romance",7.7
The Scarlet Letter,1926,115 ,Drama,7.6
Shooting Stars,1928,70 ,"Drama, Romance",7.2
Berlin: Symphony of Metropolis,1927,65 ,Documentary,7.6
My Grandmother,1929,65 ,"Comedy, Drama",7.6
Street Angel,1928,102 ,Drama,7.3
Grass: A Nation's Battle for Life,1925,71 ,Documentary,7.7
My Best Girl,1927,80 ,"Comedy, Romance",7.4
Lady Windermere's Fan,1925,120 ,Comedy,7.2
Michael,1924,93 ,"Drama, Romance",7.1
Asphalt,1929,94 ,"Crime, Drama, Romance",7.4
The Counterfeit Coin,1955,127 ,"Drama, Romance",8.6
Let the Women Wait,1998,87 ,Comedy,7.7
Crying... Silicon Tears,2001,110 ,"Comedy, Musical",7.5
The King,2002,130 ,Drama,8.1
The Ogre of Athens,1956,103 ,"Crime, Drama",7.9
The Red Lanterns,1963,132 ,"Drama, Romance",8.1
We Only Live Once,1958,111 ,"Comedy, Drama, Romance",8.3
And the Woman Shall Fear Her Husband,1965,105 ,"Comedy, Drama",7.8
The Drunkard,1950,105 ,"Comedy, Drama, Romance",7.4
Applause,1944,78 ,"Drama, Music, Romance",7.5
The Grouch,1952,108 ,"Comedy, Drama",7.4
The Robber Cries Thief!,1965,82 ,Comedy,7.4
Seven Years Bad Luck,1921,62 ,Comedy,7.1
The Marriage Circle,1924,85 ,Comedy,7.1
For Heaven's Sake,1926,58 ,"Action, Comedy, Romance",7.5
"Laugh, Clown, Laugh",1928,73 ,Drama,7.5
Why Worry?,1923,63 ,"Adventure, Comedy, Family",7.3
Planet of the Apes,1968,112 ,"Adventure, Sci-Fi",8.0
Seven Days in May,1964,118 ,"Drama, Thriller",7.8
Requiem for a Heavyweight,1962,95 ,"Drama, Sport",7.8
Little Lise,1930,84 ,Drama,7.1
Westfront 1918,1930,75 ,"Drama, Romance, War",7.4
Ladies' Paradise,1930,85 ,"Drama, Romance",7.3
Morocco,1930,92 ,"Drama, Romance",7.0
Enthusiasm,1930,67 ,Documentary,6.8
Firelight,1997,103 ,"Drama, Romance",7.2
The Big House,1930,87 ,"Crime, Drama, Thriller",7.1
Limit,1931,114 ,"Drama, Romance",7.1
Marius,1931,130 ,"Comedy, Drama, Romance",7.8
Dishonored,1931,91 ,"Drama, Romance, War",7.2
The Last Flight,1931,76 ,Drama,6.9
Monkey Business,1931,77 ,"Comedy, Family, Musical",7.4
The Miracle Woman,1931,90 ,"Drama, Romance",7.2
The Brothers Karamazov,1931,93 ,Drama,7.5
Congress Dances,1931,85 ,"Comedy, History, Musical",7.0
Waterloo Bridge,1931,81 ,"Drama, Romance",7.4
Road to Life,1931,105 ,"Crime, Drama",6.9
Fanny,1932,125 ,"Comedy, Drama",7.8
Wooden Crosses,1932,115 ,"Drama, War",7.7
Broken Lullaby,1932,76 ,Drama,7.5
Poil de carotte,1932,91 ,Drama,7.5
One Way Passage,1932,67 ,"Comedy, Drama, Romance",7.5
Wild Boys of the Road,1933,68 ,"Adventure, Drama",7.5
Baby Face,1933,71 ,"Drama, Romance",7.5
Heroes for Sale,1933,76 ,"Drama, Romance, War",7.4
Ecstasy,1933,82 ,"Drama, Romance",6.6
Counsellor at Law,1933,82 ,"Comedy, Drama",7.5
Don Kikhot,1957,110 ,Drama,7.3
Creature from the Black Lagoon,1954,79 ,"Horror, Sci-Fi",6.9
The Monster Squad,1987,82 ,"Action, Comedy, Fantasy",6.9
Les Misérables,1934,281 ,Drama,8.3
Masquerade in Vienna,1934,90 ,"Comedy, Romance",7.6
Le grand jeu,1934,120 ,"Drama, Romance",7.2
The Old Fashioned Way,1934,71 ,Comedy,7.3
The Scarlet Pimpernel,1934,97 ,"Adventure, Drama",7.3
Bright Eyes,1934,85 ,"Comedy, Drama, Family",7.2
You're Telling Me!,1934,66 ,Comedy,7.4
The Good Fairy,1935,98 ,"Comedy, Romance",7.5
Carnival in Flanders,1935,95 ,"Comedy, History, Romance",7.4
Man on the Flying Trapeze,1935,66 ,"Comedy, Crime, Mystery",7.5
The Littlest Rebel,1935,73 ,"Comedy, Drama, Family",6.7
Port of Shadows,1938,91 ,"Crime, Drama, Romance",7.7
For Whom the Bell Tolls,1943,170 ,"Adventure, Drama, History",6.8
Going My Way,1944,126 ,"Comedy, Drama, Music",7.0
Anchors Aweigh,1945,140 ,"Comedy, Fantasy, Musical",7.0
Limelight,1952,137 ,"Drama, Music, Romance",8.0
Silver Lode,1954,81 ,"Drama, Western",6.8
Boot Polish,1954,90 ,"Comedy, Drama, Family",7.9
"Heaven Knows, Mr. Allison",1957,107 ,"Adventure, Drama, War",7.3
Kanal,1957,91 ,"Drama, War",7.9
The Young Lions,1958,167 ,"Action, Drama, War",7.1
Mr. Thank You,1936,76 ,"Comedy, Drama",7.3
These Three,1936,93 ,"Drama, Romance",7.4
By the Bluest of Seas,1936,71 ,"Drama, Musical, Romance",6.9
Show Boat,1936,113 ,"Comedy, Drama, Musical",7.4
Let's Go with Pancho Villa,1936,92 ,"Drama, War",7.7
The Life of Emile Zola,1937,116 ,"Biography, Drama",7.2
"Oh, Mr. Porter!",1937,85 ,Comedy,7.4
Angel,1937,91 ,"Comedy, Drama, Romance",7.2
Heidi,1937,88 ,"Drama, Family, Musical",7.2
The Postman,1994,108 ,"Biography, Comedy, Drama",7.8
A Day in the Country,1946,40 ,"Short, Comedy, Drama",7.5
César,1936,168 ,Drama,7.6
They Were Five,1936,100 ,Drama,7.5
Craig's Wife,1936,73 ,Drama,7.2
Poor Little Rich Girl,1936,79 ,"Adventure, Comedy, Family",7.0
I Am Curious (Yellow),1967,121 ,"Drama, Romance",6.0
I Am Curious (Blue),1968,107 ,Drama,6.0
History Is Made at Night,1937,97 ,"Drama, Romance",7.3
"Bizarre, Bizarre",1937,84 ,Comedy,7.4
Olympia Part One: Festival of the Nations,1938,111 ,"Documentary, Sport",7.7
Olympia Part Two: Festival of Beauty,1938,90 ,"Documentary, Sport",7.6
Hotel du Nord,1938,83 ,"Comedy, Drama, Romance",7.5
The Dawn Patrol,1938,103 ,"Drama, War",7.5
Bluebeard's Eighth Wife,1938,85 ,"Comedy, Romance",7.2
Three Comrades,1938,98 ,"Drama, Romance",7.1
Marie Antoinette,1938,149 ,"Biography, Drama, History",7.3
Midnight,1939,94 ,"Comedy, Romance",7.8
Bachelor Mother,1939,82 ,"Comedy, Romance",7.5
La fin du jour,1939,99 ,Drama,7.8
Love Affair,1939,88 ,"Comedy, Drama, Romance",7.3
Jesse James,1939,106 ,Western,7.0
On Borrowed Time,1939,99 ,"Drama, Family, Fantasy",7.7
Ask a Policeman,1939,83 ,"Adventure, Comedy, Crime",7.3
The Old Maid,1939,95 ,Drama,7.4
Christian,1939,95 ,"Comedy, Romance",7.8
The Cat and the Canary,1939,72 ,"Comedy, Horror, Mystery",7.1
Gunga Din,1939,117 ,"Adventure, Comedy, War",7.2
The Little Princess,1939,93 ,"Comedy, Drama, Family",7.1
The Man in the Iron Mask,1939,113 ,"Adventure, History, Romance",7.0
Bitter Rice,1949,108 ,"Crime, Drama",7.6
Clerks,1994,92 ,Comedy,7.7
Monster's Ball,2001,111 ,"Drama, Romance",7.1
Mr. Nobody,2009,141 ,"Drama, Fantasy, Romance",7.7
Joyeux Noel,2005,116 ,"Drama, History, Music",7.7
Tell No One,2006,131 ,"Crime, Drama, Mystery",7.5
Hovering Over the Water,1986,143 ,"Drama, Romance",7.3
The Earth Is a Sinful Song,1973,108 ,Drama,6.9
The Magic Sword,1950,101 ,"Fantasy, Adventure",7.9
Ljubav i moda,1960,105 ,"Comedy, Musical, Romance",7.3
"Kapi, vode, ratnici",1962,81 ,"Drama, War",7.1
Roj,1966,90 ,Drama,8.0
Guns of War,1974,170 ,"Drama, War",6.9
National Class Category Up to 785 Ccm,1979,105 ,"Comedy, Drama, Sport",8.4
The Promising Boy,1981,106 ,"Comedy, Drama, Music",7.8
A Holy Place,1990,90 ,"Drama, Horror",7.1
Tito and Me,1992,104 ,"Comedy, Drama, Romance",8.0
The Black Bomber,1992,116 ,Drama,7.8
Timbuktu,2014,96 ,"Drama, War",7.1
Bliss,2007,105 ,Drama,7.5
Force of Evil,1948,79 ,"Crime, Drama, Film-Noir",7.2
The Perfect Circle,1997,110 ,"Drama, War",8.1
Kuduz,1989,105 ,Drama,7.9
The World is Big and Salvation Lurks Around the Corner,2008,105 ,Drama,7.9
Kad mrtvi zapjevaju,1998,99 ,"Comedy, Drama, War",7.6
Shkola zlosloviya,1952,161 ,Comedy,7.7
The Queen,2006,103 ,"Biography, Drama",7.3
Time for Revenge,1981,112 ,"Drama, Thriller",7.8
A Place in the World,1992,120 ,Drama,7.7
Martín (Hache),1997,123 ,Drama,7.6
Common Ground,2002,108 ,Drama,7.6
Roma,2004,155 ,Drama,7.4
The Taste of Others,2000,112 ,"Comedy, Drama, Romance",7.2
Europa Europa,1990,112 ,"Drama, History, War",7.6
"Olivier, Olivier",1992,110 ,"Adventure, Crime, Drama",7.5
The Secret Garden,1993,101 ,"Drama, Family, Fantasy",7.3
In Darkness,2011,145 ,"Drama, War",7.3
Maudie,2016,115 ,"Biography, Drama, Romance",7.6
Song for a Raggy Boy,2003,94 ,"Drama, History",7.5
The Unknown Soldier,1955,177 ,"Drama, War",8.0
Drifting Clouds,1996,97 ,"Comedy, Drama",7.6
The Bohemian Life,1992,103 ,"Comedy, Drama, Romance",7.6
The Match Factory Girl,1990,69 ,"Comedy, Crime, Drama",7.5
Shadows in Paradise,1986,74 ,"Comedy, Drama, Music",7.5
Ariel,1988,72 ,"Comedy, Crime, Romance",7.5
Suzaki Paradise: Red Light District,1956,81 ,Drama,7.4
This Transient Life,1970,143 ,Drama,7.7
The Unknown Soldier,2017,132 ,"Drama, War",7.7
Frozen Land,2005,130 ,Drama,7.4
Ma vie en rose,1997,88 ,Drama,7.5
Tous les matins du monde,1991,115 ,"Biography, Drama, History",7.5
Serie Noire,1979,116 ,"Crime, Drama",7.3
Choice of Arms,1981,114 ,"Crime, Drama",6.9
The Blue Villa,1995,100 ,"Crime, Drama, Mystery",7.2
10 Rillington Place,1971,111 ,"Biography, Crime, Drama",7.5
The Boston Strangler,1968,116 ,"Crime, Drama, Mystery",7.1
Life of Pi,2012,127 ,"Adventure, Drama, Fantasy",7.9
Eat Drink Man Woman,1994,124 ,"Comedy, Drama, Romance",7.8
The Wedding Banquet,1993,106 ,"Comedy, Drama, Romance",7.6
"Lust, Caution",2007,157 ,"Drama, History, Romance",7.5
The Ice Storm,1997,112 ,Drama,7.3
Rudderless,2014,105 ,"Comedy, Drama, Music",7.4
Transamerica,2005,103 ,"Adventure, Comedy, Drama",7.4
The Spanish Prisoner,1997,110 ,"Drama, Mystery, Thriller",7.2
Days of Wine and Roses,1962,117 ,Drama,7.8
Breakfast at Tiffany's,1961,115 ,"Comedy, Drama, Romance",7.6
Victor/Victoria,1982,134 ,"Comedy, Music, Romance",7.6
The Party,1968,99 ,"Comedy, Romance",7.4
Carnival of Sinners,1943,80 ,"Fantasy, Horror",7.4
The Uninvited,1944,99 ,"Fantasy, Horror, Mystery",7.2
Dead of Night,1945,77 ,"Drama, Horror",7.5
Godzilla,1954,96 ,"Horror, Sci-Fi",7.5
Curse of the Demon,1957,96 ,"Fantasy, Horror, Mystery",7.4
The Fly,1958,94 ,"Drama, Horror, Sci-Fi",7.1
The Masque of the Red Death,1964,89 ,"Drama, Horror",6.9
Onibaba,1964,103 ,"Drama, Horror, Thriller",7.9
The Face of Another,1966,124 ,"Drama, Horror, Sci-Fi",7.9
The Hourglass Sanatorium,1973,124 ,"Drama, Fantasy, Horror",7.5
You're Missing the Point,1940,112 ,Comedy,8.0
Christmas in July,1940,67 ,"Comedy, Drama, Romance",7.4
Gaslight,1940,84 ,"Mystery, Thriller",7.3
The Long Voyage Home,1940,105 ,"Drama, War",6.9
Broadway Melody of 1940,1940,102 ,Musical,7.3
The Bank Dick,1940,72 ,Comedy,7.1
Dr. Ehrlich's Magic Bullet,1940,103 ,"Biography, Drama",7.4
Hellzapoppin',1941,84 ,"Action, Comedy, Musical",7.4
Ornamental Hairpin,1941,70 ,"Comedy, Drama",7.1
The Sea Wolf,1941,100 ,"Adventure, Drama",7.5
A Woman's Face,1941,106 ,"Drama, Film-Noir, Thriller",7.2
The Devil and Miss Jones,1941,92 ,"Comedy, Romance",7.6
The Strawberry Blonde,1941,99 ,"Comedy, Romance",7.2
They Died with Their Boots On,1941,140 ,"War, Western",7.2
Never Give a Sucker an Even Break,1941,71 ,"Comedy, Musical",7.0
I Wake Up Screaming,1941,82 ,"Crime, Drama, Film-Noir",7.2
That Hamilton Woman,1941,125 ,"Drama, History, Romance",7.2
Aniki Bóbó,1942,71 ,"Drama, Family",7.6
Went the Day Well?,1942,92 ,"Thriller, War",7.5
The Murderer Lives at Number 21,1942,84 ,"Comedy, Crime, Mystery",7.3
I Married a Witch,1942,77 ,"Comedy, Fantasy, Romance",7.1
Mashenka,1942,66 ,"Drama, Romance, War",7.3
Kings Row,1942,127 ,Drama,7.5
Road to Morocco,1942,82 ,"Adventure, Comedy, Family",7.0
My Favorite Blonde,1942,78 ,Comedy,7.0
It Started with Eve,1941,90 ,"Comedy, Music, Romance",7.6
Babes on Broadway,1941,118 ,"Comedy, Family, Musical",6.6
Romance in a Minor Key,1943,98 ,"Drama, Romance",7.4
Sahara, 1943,97 ,"Action, Drama, War",7.5
It Happened at the Inn,1943,96 ,"Comedy, Drama, Mystery",7.5
Edge of Darkness,1943,119 ,"Drama, War",7.2
So Proudly We Hail!,1943,126 ,"Drama, Romance, War",7.5
The Battle of Britain,1943,54 ,"Documentary, History, War",7.2
Doña Bárbara,1943,125 ,"Drama, Western",7.4
Lassie Come Home,1943,89 ,"Adventure, Drama, Family",7.1
Great Freedom No. 7,1944,111 ,"Drama, Music, Romance",7.2
The Punch Bowl,1944,97 ,Comedy,7.7
Phantom Lady,1944,87 ,"Crime, Drama, Film-Noir",7.2
The Suspect,1944,85 ,"Drama, Film-Noir, Thriller",7.4
Hangover Square,1945,77 ,"Crime, Drama, Music",7.4
Christmas in Connecticut,1945,101 ,"Comedy, Romance",7.3
The Enchanted Cottage,1945,91 ,"Drama, Fantasy, Romance",7.5
Pride of the Marines,1945,120 ,"Biography, Drama, Romance",7.2
Conflict,1945,86 ,"Drama, Film-Noir, Mystery",7.1
State Fair,1945,100 ,"Comedy, Drama, Musical",7.0
Panique,1946,99 ,"Crime, Drama",7.9
Cluny Brown,1946,100 ,"Comedy, Romance, War",7.4
The Other One,1946,98 ,"Crime, Drama, Mystery",7.5
Under the Bridges,1946,99 ,"Comedy, Drama, Romance",7.5
Humoresque,1946,125 ,"Drama, Music, Mystery",7.3
Murderers Among Us,1946,85 ,"Drama, Romance, Thriller",7.4
Gates of the Night,1946,100 ,"Drama, Fantasy, Mystery",7.1
Green for Danger,1946,91 ,"Comedy, Crime, Mystery",7.4
The Dark Corner,1946,99 ,"Crime, Drama, Film-Noir",7.1
The Strange Love of Martha Ivers,1946,116 ,"Drama, Film-Noir, Romance",7.4
The Blue Dahlia,1946,96 ,"Crime, Film-Noir, Mystery",7.1
Jenny Lamour,1947,106 ,"Crime, Drama",7.7
The Truth,1960,127 ,Drama,7.6
The Mystery of Picasso,1956,78 ,"Documentary, Biography, History",7.6
Anjô-ke no butôkai,1947,89 ,Drama,7.4
The Pearl,1947,85 ,"Adventure, Drama, Romance",7.4
Ride the Pink Horse,1947,101 ,"Drama, Film-Noir, Mystery",7.2
The Spring River Flows East,1947,192 ,"Drama, War",7.3
Cinderella,1947,80 ,"Comedy, Family, Fantasy",7.5
The Unsuspected,1947,103 ,"Drama, Film-Noir, Mystery",7.2
They Won't Believe Me,1947,95 ,"Drama, Film-Noir, Romance",7.2
The File on Thelma Jordon,1949,100 ,"Crime, Drama, Film-Noir",6.9
Children of the Beehive,1948,86 ,Drama,7.5
Portrait of Jennie,1948,86 ,"Drama, Fantasy, Mystery",7.6
The Fallen Idol,1948,95 ,"Drama, Film-Noir, Mystery",7.6
Los tres huastecos,1948,120 ,"Comedy, Drama",8.1
Brighton Rock,1948,92 ,"Crime, Drama, Film-Noir",7.3
The Search,1948,104 ,"Drama, War",7.8
God Bless You,1948,120 ,Drama,7.7
Moonrise,1948,90 ,"Crime, Drama, Film-Noir",7.0
Nosotros los pobres,1948,128 ,"Comedy, Crime, Drama",7.8
Women of the Night,1948,75 ,Drama,7.2
It Happened in Europe,1947,100 ,Drama,7.6
The Winslow Boy,1948,117 ,Drama,7.6
The Last Stage,1948,110 ,"Drama, History, War",7.3
Raw Deal,1948,79 ,"Crime, Drama, Film-Noir",7.2
A Letter to Three Wives,1949,103 ,"Comedy, Drama, Romance",7.7
Sorrows and Joys of a Middle-Aged Man,1949,100 ,Drama,8.1
White Paws,1949,92 ,Drama,7.4
Intruder in the Dust,1949,87 ,"Crime, Drama, Family",7.6
La oveja negra,1949,104 ,"Comedy, Drama, Music",7.9
The Queen of Spades,1949,95 ,"Drama, Fantasy, Horror",7.1
The Window,1949,73 ,"Drama, Film-Noir, Thriller",7.4
The Hidden Room,1949,96 ,"Crime, Film-Noir, Thriller",7.4
House of Strangers,1949,101 ,"Crime, Drama, Film-Noir",7.3
The Secret Garden,1949,92 ,"Drama, Family",7.5
Little Women,1949,122 ,"Drama, Family, Romance",7.2
Whisky Galore!,1949,82 ,"Comedy, Crime",7.1
The Hunchback Horse,1947,57 ,"Animation, Adventure, Family",7.3
"Rio, Zona Norte",1957,83 ,"Drama, Music",7.8
Beyond Oblivion,1956,93 ,"Crime, Drama, Romance",7.5
The Great War,1959,137 ,"Comedy, Drama, War",8.1
Jazz on a Summer's Day,1959,88 ,"Documentary, Music",7.9
The Curlew's Cry,1959,109 ,"Drama, Romance",8.1
Twenty-Four Eyes,1954,156 ,Drama,8.0
Ballad of a Soldier,1959,88 ,"Drama, Romance, War",8.2
Without Anesthesia,1978,131 ,Drama,7.3
Sound of the Mountain,1954,95 ,Drama,7.7
Tea and Sympathy,1956,122 ,Drama,7.3
The Browning Version,1951,90 ,Drama,8.1
The Ballad of Narayama,1958,98 ,Drama,7.8
The Bridge,1959,103 ,"Drama, History, War",8.0
Lightning,1952,87 ,Drama,7.5
The Bitter Stems,1956,90 ,"Crime, Drama, Film-Noir",7.6
Floating Clouds,1955,123 ,"Drama, Romance",7.6
The Little World of Don Camillo,1952,107 ,Comedy,7.6
Girl with Hyacinths,1950,89 ,"Drama, Mystery",7.6
The Lusty Men,1952,113 ,"Action, Drama, Sport",7.3
H-8...,1958,105 ,"Drama, Thriller",8.3
The Breaking Point,1950,97 ,"Crime, Drama, Film-Noir",7.5
Night Train,1959,99 ,"Drama, Mystery, Thriller",7.7
Rosaura a las 10,1958,100 ,"Drama, Mystery",7.7
Welcome Mr. Marshall!,1953,78 ,Comedy,7.9
India: Matri Bhumi,1959,90 ,"Documentary, Drama",7.2
Cops and Robbers,1951,105 ,"Comedy, Drama",7.7
There's Always Tomorrow,1956,84 ,"Drama, Romance",7.5
A Time to Love and a Time to Die,1958,132 ,"Drama, Romance, War",7.6
Letter from Siberia,1958,62 ,Documentary,7.5
Ice Cold in Alex,1958,130 ,"Adventure, Drama, War",7.7
Invention for Destruction,1958,83 ,"Adventure, Fantasy, Sci-Fi",7.5
Red Fish,1955,100 ,Crime,7.6
Main Street,1956,99 ,Drama,7.7
Black Sky,1951,113 ,Drama,7.2
Two Careful Fellows,1953,111 ,"Comedy, Musical, Romance",8.0
Araya,1959,90 ,Documentary,7.6
Flowing,1956,117 ,Drama,7.6
If I Should Die Before I Wake,1952,73 ,Thriller,7.3
She Was Like a Wild Chrysanthemum,1955,100 ,"Drama, Romance",7.5
Little Fugitive,1953,75 ,"Drama, Family",7.5
The Steel Helmet,1951,85 ,"Action, Drama, War",7.4
The Railroad Man,1956,105 ,Drama,7.7
Rome 11:00,1952,107 ,Drama,7.8
Sudden Fear,1952,110 ,"Film-Noir, Thriller",7.5
No abras nunca esa puerta,1952,85 ,"Mystery, Thriller",7.2
The Destiny of a Man,1959,103 ,"Drama, War",8.0
Death of a Cyclist,1955,88 ,"Crime, Drama, Film-Noir",7.7
Mother,1952,98 ,Drama,7.6
In the Palm of Your Hand,1951,113 ,"Crime, Drama, Mystery",7.4
Violent Summer,1959,98 ,"Drama, Romance, War",7.3
Stella,1955,90 ,"Drama, Music, Romance",7.9
Summer Clouds,1958,128 ,Drama,7.4
The Tarnished Angels,1957,91 ,"Action, Adventure, Drama",7.1
Late Chrysanthemums,1954,101 ,Drama,7.4
It's Always Fair Weather,1955,101 ,"Comedy, Drama, Musical",7.0
"I, a Negro",1958,70 ,Drama,7.3
The Noose,1958,96 ,Drama,7.7
The Adventuress,1950,101 ,"Drama, Musical",7.5
It Happened in Broad Daylight,1958,97 ,"Crime, Drama, Thriller",7.8
Stay Alert,1956,153 ,"Comedy, Drama",8.2
On Dangerous Ground,1951,82 ,"Drama, Film-Noir",7.2
The Heart,1955,120 ,Drama,7.4
Samurai III: Duel at Ganryu Island,1956,105 ,"Action, Adventure, Drama",7.5
Chushingura,1962,207 ,"Action, Drama, History",7.6
Samurai I: Musashi Miyamoto,1954,93 ,"Action, Adventure, Biography",7.4
The Rickshaw Man,1958,103 ,Drama,7.6
Samurai II: Duel at Ichijoji Temple,1955,104 ,"Action, Adventure, Biography",7.3
Man on the Tracks,1957,89 ,Drama,7.6
The Furies,1950,109 ,"Drama, Romance, Western",7.3
Crime Wave,1953,73 ,"Crime, Drama, Film-Noir",7.3
